actual,predicted,count
CWE-90,CWE-127,6
CWE-114,CWE-123,5
CWE-121,CWE-123,4
CWE-194,CWE-123,4
CWE-479,CWE-478,4
CWE-114,CWE-190,3
CWE-123,CWE-190,3
CWE-126,CWE-190,3
CWE-366,CWE-123,3
CWE-526,CWE-123,3
CWE-191,CWE-123,2
CWE-194,CWE-190,2
CWE-319,CWE-190,2
CWE-126,CWE-123,1
CWE-191,CWE-190,1
CWE-366,CWE-190,1
CWE-469,CWE-127,1
CWE-475,CWE-587,1
CWE-480,CWE-587,1
CWE-510,CWE-391,1
