actual,predicted,count
CWE-284,CWE-416,43
CWE-404,CWE-476,36
CWE-190,CWE-476,25
CWE-284,CWE-476,24
CWE-284,CWE-190,16
CWE-404,CWE-400,16
CWE-415,CWE-476,12
CWE-415,CWE-190,11
CWE-416,CWE-476,11
CWE-134,CWE-416,10
CWE-476,CWE-416,10
CWE-400,CWE-416,9
CWE-416,CWE-190,7
CWE-476,CWE-190,6
CWE-369,CWE-190,5
CWE-617,CWE-476,5
CWE-835,CWE-476,5
CWE-190,CWE-191,4
CWE-284,CWE-400,4
CWE-404,CWE-416,4
