actual,predicted,count
CWE-18,CWE-94,67
CWE-94,CWE-347,61
CWE-123,CWE-94,33
CWE-94,CWE-18,31
CWE-94,CWE-194,31
CWE-123,CWE-361,24
CWE-94,CWE-123,23
CWE-94,CWE-362,23
CWE-94,CWE-172,22
CWE-194,CWE-94,20
CWE-18,CWE-362,19
CWE-172,CWE-94,19
CWE-94,CWE-176,18
CWE-18,CWE-209,17
CWE-94,CWE-319,17
CWE-242,CWE-319,17
CWE-242,CWE-347,17
CWE-347,CWE-94,16
CWE-123,CWE-18,15
CWE-176,CWE-172,15
