actual,predicted,count
CWE-94,CWE-123,68
CWE-94,CWE-352,53
CWE-94,CWE-172,44
CWE-18,CWE-94,36
CWE-18,CWE-352,34
CWE-94,CWE-18,31
CWE-123,CWE-94,29
CWE-18,CWE-77,26
CWE-94,CWE-242,23
CWE-563,CWE-352,23
CWE-94,CWE-194,22
CWE-352,CWE-94,21
CWE-364,CWE-94,21
CWE-18,CWE-176,20
CWE-123,CWE-362,18
CWE-176,CWE-172,18
CWE-94,CWE-320,17
CWE-194,CWE-94,16
CWE-242,CWE-352,15
CWE-352,CWE-18,15
