actual,predicted,count
CWE-366,CWE-127,7
CWE-114,CWE-124,6
CWE-194,CWE-127,5
CWE-90,CWE-127,4
CWE-121,CWE-124,3
CWE-123,CWE-124,3
CWE-126,CWE-124,3
CWE-526,CWE-127,3
CWE-90,CWE-191,2
CWE-191,CWE-127,2
CWE-23,CWE-127,1
CWE-114,CWE-127,1
CWE-114,CWE-191,1
CWE-121,CWE-127,1
CWE-123,CWE-191,1
CWE-126,CWE-191,1
CWE-127,CWE-191,1
CWE-190,CWE-124,1
CWE-190,CWE-127,1
CWE-190,CWE-191,1
