actual,predicted,count
CWE-284,CWE-416,66
CWE-190,CWE-476,38
CWE-404,CWE-416,30
CWE-476,CWE-416,29
CWE-404,CWE-476,25
CWE-190,CWE-416,19
CWE-415,CWE-476,15
CWE-134,CWE-416,13
CWE-400,CWE-416,11
CWE-284,CWE-476,8
CWE-284,CWE-190,7
CWE-835,CWE-416,7
CWE-415,CWE-416,6
CWE-284,CWE-78,5
CWE-415,CWE-190,5
CWE-190,CWE-134,4
CWE-369,CWE-476,4
CWE-369,CWE-190,3
CWE-416,CWE-476,3
CWE-617,CWE-476,3
