actual,predicted,count
CWE-18,CWE-94,103
CWE-123,CWE-94,61
CWE-94,CWE-242,48
CWE-94,CWE-347,46
CWE-94,CWE-194,37
CWE-347,CWE-94,34
CWE-94,CWE-123,31
CWE-176,CWE-396,26
CWE-123,CWE-361,24
CWE-172,CWE-94,24
CWE-94,CWE-18,23
CWE-94,CWE-562,22
CWE-194,CWE-94,21
CWE-242,CWE-347,21
CWE-562,CWE-94,21
CWE-362,CWE-94,19
CWE-347,CWE-18,18
CWE-396,CWE-94,18
CWE-242,CWE-94,15
CWE-347,CWE-194,15
