actual,predicted,count
CWE-94,CWE-18,71
CWE-18,CWE-94,70
CWE-94,CWE-347,47
CWE-94,CWE-562,46
CWE-123,CWE-94,37
CWE-18,CWE-123,29
CWE-94,CWE-123,29
CWE-347,CWE-94,27
CWE-242,CWE-347,24
CWE-347,CWE-18,23
CWE-123,CWE-361,20
CWE-194,CWE-94,19
CWE-18,CWE-347,18
CWE-242,CWE-18,18
CWE-347,CWE-194,18
CWE-194,CWE-18,17
CWE-319,CWE-18,16
CWE-94,CWE-362,15
CWE-123,CWE-562,15
CWE-172,CWE-94,15
