actual,predicted,count
CWE-20,CWE-119,87
CWE-119,CWE-20,75
CWE-119,CWE-388,63
CWE-264,CWE-388,38
CWE-20,CWE-264,33
CWE-20,CWE-388,33
CWE-119,CWE-264,28
CWE-125,CWE-119,27
CWE-190,CWE-416,27
CWE-388,CWE-119,27
CWE-119,CWE-189,26
CWE-125,CWE-404,24
CWE-772,CWE-388,24
CWE-189,CWE-119,23
CWE-200,CWE-119,23
CWE-200,CWE-20,21
CWE-388,CWE-20,20
CWE-264,CWE-20,19
CWE-772,CWE-119,19
CWE-354,CWE-119,18
