actual,predicted,count
CWE-125,CWE-119,59
CWE-119,CWE-200,55
CWE-20,CWE-119,48
CWE-20,CWE-388,31
CWE-119,CWE-20,31
CWE-119,CWE-388,31
CWE-200,CWE-119,31
CWE-416,CWE-119,29
CWE-388,CWE-200,26
CWE-189,CWE-119,25
CWE-264,CWE-388,25
CWE-119,CWE-125,23
CWE-388,CWE-20,23
CWE-388,CWE-119,23
CWE-20,CWE-200,22
CWE-125,CWE-404,22
CWE-772,CWE-119,22
CWE-264,CWE-20,20
CWE-264,CWE-200,20
CWE-415,CWE-119,19
